1734757281.215758,0
1734757281.318924,0
1734757281.422158,0
1734757281.524422,0
1734757281.634790,0
1734757281.737676,0
1734757281.840333,0
1734757281.942762,0
1734757282.044920,0
1734757282.147390,0
1734757282.253788,0
1734757282.363509,0
1734757282.466410,0
1734757282.569911,0
1734757282.672440,0
1734757282.774608,0
1734757282.876736,0
1734757282.979156,0
1734757283.081467,0
1734757283.185647,0
1734757283.287988,1
1734757283.389898,1
1734757283.492883,8
1734757283.595085,9
1734757283.697390,9
1734757283.799921,9
1734757283.902198,9
1734757284.004432,9
1734757284.112602,9
1734757284.215655,8
1734757284.318304,7
1734757284.420446,9
1734757284.522912,10
1734757284.625202,9
1734757284.727436,9
1734757284.829741,10
1734757284.931990,9
1734757285.035385,7
1734757285.143892,7
1734757285.246370,7
1734757285.349435,9
1734757285.451654,7
1734757285.554015,8
1734757285.656547,8
1734757285.758857,9
1734757285.863178,8
1734757285.965889,11
1734757286.068186,9
1734757286.170985,7
1734757286.273446,8
1734757286.375951,8
1734757286.478259,8
1734757286.580530,7
1734757286.682889,8
1734757286.785207,8
1734757286.888984,8
1734757286.991939,7
1734757287.094616,7
1734757287.197063,6
1734757287.299479,6
1734757287.401769,7
1734757287.504106,8
1734757287.606363,7
1734757287.708641,8
1734757287.811944,8
1734757287.915351,8
1734757288.017863,7
1734757288.120103,7
1734757288.224127,8
1734757288.327895,8
1734757288.430632,9
1734757288.533082,8
1734757288.637001,8
1734757288.739604,7
1734757288.842104,8
1734757288.944771,8
1734757289.047130,8
1734757289.151258,8
1734757289.253866,7
1734757289.356382,7
1734757289.459074,7
1734757289.563064,8
1734757289.680874,8
1734757289.783036,8
1734757289.885695,10
1734757289.991680,8
1734757290.094136,9
1734757290.196500,7
1734757290.299814,10
1734757290.402852,7
1734757290.507642,7
1734757290.609925,8
1734757290.715993,7
1734757290.865360,6
1734757290.968016,8
1734757291.070117,8
1734757291.172332,8
1734757291.274434,8
1734757291.376829,8
1734757291.480337,7
1734757291.582841,7
1734757291.685257,9
1734757291.787717,8
1734757291.890431,8
1734757291.992905,8
1734757292.095058,7
1734757292.197270,8
1734757292.299799,7
1734757292.402570,8
1734757292.505053,8
1734757292.607761,9
1734757292.710155,10
1734757292.812394,8
1734757292.915306,9
1734757293.017792,9
1734757293.120575,8
1734757293.223011,9
1734757293.325408,8
1734757293.429666,7
1734757293.532203,2
1734757293.634701,1
1734757293.737043,0
1734757293.839362,2
1734757293.941506,3
1734757294.043950,4
1734757294.147813,6
1734757294.253181,6
1734757294.358514,8
1734757294.461359,9
1734757294.564110,9
1734757294.666511,7
1734757294.770490,7
1734757294.872824,7
1734757294.975304,7
1734757295.077259,7
1734757295.179710,7
1734757295.284309,7
1734757295.386925,7
1734757295.489595,7
1734757295.592391,6
1734757295.694652,7
1734757295.796624,6
1734757295.899292,6
1734757296.001523,5
1734757296.103925,6
1734757296.206422,6
1734757296.309195,6
1734757296.411696,6
1734757296.514292,5
1734757296.616682,6
1734757296.719278,7
1734757296.821539,6
1734757296.923909,6
1734757297.026169,5
1734757297.128832,5
1734757297.232763,6
1734757297.337958,5
1734757297.440556,6
1734757297.544394,7
1734757297.651736,6
1734757297.754047,7
1734757297.856668,6
1734757297.960466,7
1734757298.063094,7
1734757298.165576,7
1734757298.267969,8
1734757298.370403,7
1734757298.472487,7
1734757298.575027,7
1734757298.677321,7
1734757298.779560,7
1734757298.894760,6
1734757298.997313,8
1734757299.099732,6
1734757299.202069,7
1734757299.304431,6
1734757299.406751,7
1734757299.510447,7
1734757299.613881,7
1734757299.717489,7
1734757299.819761,6
1734757299.924466,7
1734757300.026570,8
1734757300.128878,7
1734757300.231492,8
1734757300.334124,7
1734757300.438601,7
1734757300.541526,6
1734757300.644132,7
1734757300.746523,7
1734757300.848967,6
1734757300.951377,7
1734757301.053460,6
1734757301.156078,7
1734757301.258917,7
1734757301.362997,6
1734757301.465745,7
1734757301.568414,6
1734757301.670655,6
1734757301.773376,7
1734757301.875711,6
1734757301.979959,5
1734757302.082237,6
1734757302.184918,7
1734757302.288383,6
1734757302.391052,6
1734757302.494806,6
1734757302.597131,6
1734757302.699738,5
1734757302.802067,6
1734757302.904389,5
1734757303.006913,6
1734757303.109656,7
1734757303.212917,6
1734757303.315206,6
1734757303.417630,6
1734757303.519749,6
1734757303.621950,6
1734757303.724345,7
1734757303.826579,4
1734757303.928921,2
1734757304.031277,1
1734757304.133936,1
1734757304.237526,2
1734757304.340583,5
1734757304.443456,6
1734757304.545966,5
1734757304.648546,6
1734757304.750920,9
1734757304.853594,6
1734757304.957731,8
1734757305.062740,7
1734757305.165389,8
1734757305.268067,9
1734757305.370652,8
1734757305.472854,8
1734757305.575176,9
1734757305.677544,8
1734757305.780173,9
1734757305.882578,9
1734757305.985157,8
1734757306.088647,8
1734757306.191144,10
1734757306.293627,9
1734757306.396015,7
1734757306.498334,8
1734757306.600559,8
1734757306.702816,8
1734757306.804919,8
1734757306.907281,8
1734757307.010920,8
1734757307.113770,7
1734757307.216589,8
1734757307.319260,8
1734757307.421634,8
1734757307.524227,8
1734757307.626717,9
1734757307.729270,8
1734757307.831641,8
1734757307.934951,7
1734757308.037524,9
1734757308.140167,8
1734757308.242919,7
1734757308.345164,8
1734757308.447568,9
1734757308.549962,9
1734757308.652319,8
1734757308.754643,8
1734757308.856846,7
1734757308.960659,8
1734757309.063509,9
1734757309.166111,8
1734757309.268708,9
1734757309.371025,9
1734757309.473275,9
1734757309.575834,8
1734757309.678114,9
1734757309.780461,8
1734757309.882836,8
1734757309.986670,9
1734757310.089161,9
1734757310.192957,8
1734757310.296121,8
1734757310.398535,7
1734757310.500757,8
1734757310.603908,7
1734757310.706622,8
1734757310.809149,7
1734757310.914246,7
1734757311.016629,7
1734757311.119082,6
1734757311.222444,6
1734757311.324685,9
1734757311.426989,8
1734757311.529203,7
1734757311.631536,8
1734757311.734056,7
1734757311.838280,7
1734757311.940981,8
1734757312.043702,9
1734757312.146279,6
1734757312.248640,8
1734757312.354472,9
1734757312.461414,7
1734757312.565832,8
1734757312.668253,9
1734757312.770905,8
1734757312.873642,8
1734757312.975804,9
1734757313.077884,2
1734757313.180307,0
1734757313.282726,0
1734757313.384970,0
1734757313.487762,0
1734757313.590791,0
1734757313.693267,0
1734757313.796054,0
1734757313.898333,0
1734757314.000595,0
1734757314.102890,0
1734757314.205300,0
1734757314.307544,0
1734757314.410017,0
1734757314.516408,0
1734757314.619020,0
1734757314.721458,0
1734757314.824367,0
1734757314.926828,0
1734757315.029289,0
1734757315.131390,0
1734757315.233678,0
1734757315.337122,0
1734757315.440843,0
1734757315.543478,0
1734757315.646350,0
1734757315.748967,0
1734757315.851241,0
1734757315.953610,0
1734757316.056187,0
1734757316.158487,0
1734757316.261097,0
1734757316.364446,0
1734757316.467149,0
1734757316.569811,0
1734757316.672024,0
1734757316.774197,0
1734757316.876431,0
1734757316.979127,0
1734757317.081475,0
1734757317.184066,0
1734757317.288250,0
1734757317.391047,0
1734757317.493466,0
1734757317.596064,0
1734757317.699194,0
1734757317.801402,0
1734757317.903602,0
1734757318.006387,0
1734757318.110452,0
1734757318.214591,0
1734757318.317441,0
1734757318.420393,0
1734757318.523036,0
1734757318.625417,0
1734757318.727984,0
1734757318.830601,0
1734757318.932955,0
1734757319.035148,0
1734757319.139203,0
1734757319.241712,0
1734757319.344526,1
1734757319.447292,1
1734757319.549537,0
1734757319.652098,0
1734757319.754915,0
1734757319.857731,0
1734757319.960234,0
1734757320.064721,0
1734757320.167490,0
1734757320.270614,0
1734757320.373279,0
1734757320.475435,0
1734757320.577729,0
1734757320.680155,0
1734757320.782530,0
1734757320.884791,0
1734757320.990879,0
1734757321.099991,0
1734757321.202495,0
1734757321.306070,0
1734757321.408518,0
1734757321.513510,0
1734757321.615722,0
1734757321.719590,0
1734757321.821814,0
1734757321.924812,0
1734757322.027093,0
1734757322.129422,0
1734757322.231853,0
1734757322.334204,0
1734757322.436542,0
1734757322.538893,0
1734757322.641762,0
1734757322.744272,0
1734757322.846484,0
1734757322.949050,0
1734757323.051348,0
1734757323.153634,0
1734757323.256131,0
1734757323.358672,0
1734757323.460749,0
1734757323.563082,0
1734757323.667426,1
1734757323.769918,0
1734757323.872298,0
1734757323.975170,0
1734757324.077539,0
1734757324.179825,0
1734757324.282116,0
1734757324.384286,0
1734757324.486512,0
1734757324.589260,0
1734757324.692381,1
1734757324.794733,1
1734757324.897242,0
1734757324.999448,0
1734757325.101614,0
1734757325.203699,0
1734757325.306878,0
1734757325.409563,0
1734757325.511889,0
1734757325.615442,0
1734757325.719006,0
1734757325.827305,0
1734757325.929600,0
1734757326.031778,0
1734757326.134691,0
1734757326.242997,0
1734757326.347586,0
1734757326.450444,0
1734757326.553092,0
1734757326.655413,0
1734757326.757779,0
1734757326.860377,0
1734757326.963713,0
1734757327.065793,0
1734757327.168949,0
1734757327.271914,0
1734757327.375245,0
1734757327.477777,0
1734757327.579996,0
1734757327.682308,0
1734757327.784699,0
1734757327.886942,0
1734757327.989361,0
1734757328.092358,0
1734757328.195999,0
1734757328.298624,0
1734757328.401908,0
1734757328.504437,0
1734757328.606861,0
1734757328.709150,0
1734757328.811569,0
1734757328.917259,0
1734757329.021735,0
1734757329.126262,1
1734757329.228758,1
1734757329.331225,1
1734757329.433474,1
1734757329.542010,0
1734757329.644609,0
1734757329.748479,0
1734757329.852619,0
1734757329.955450,0
1734757330.057946,0
1734757330.160478,0
1734757330.262928,0
1734757330.365046,0
1734757330.467477,0
1734757330.569993,0
1734757330.672434,0
1734757330.775638,0
1734757330.878184,0
1734757330.981302,0
1734757331.083911,0
1734757331.186496,0
1734757331.288771,0
1734757331.391291,0
1734757331.493582,0
1734757331.596154,0
1734757331.700837,0
1734757331.803303,0
1734757331.905926,0
1734757332.008191,0
1734757332.110545,0
1734757332.212729,0
1734757332.315068,0
1734757332.417447,0
1734757332.519850,0
1734757332.622575,0
1734757332.734792,0
1734757332.837109,0
1734757332.939440,0
1734757333.047184,0
1734757333.150421,0
1734757333.253180,0
1734757333.356802,0
1734757333.459516,0
1734757333.562413,0
1734757333.664661,0
1734757333.767404,0
1734757333.869766,0
1734757333.972229,0
1734757334.074553,0
1734757334.176837,0
1734757334.280788,0
1734757334.383437,0
1734757334.487162,0
1734757334.657074,0
1734757334.759368,0
1734757334.861628,0
1734757334.963722,0
1734757335.065785,0
1734757335.168251,0
1734757335.272734,0
1734757335.375089,0
1734757335.477552,0
1734757335.579995,0
1734757335.682239,0
1734757335.784916,0
1734757335.887116,0
1734757335.989523,0
1734757336.092303,0
