1734752415.491450,0
1734752415.593811,0
1734752415.695989,0
1734752415.798107,0
1734752415.900096,0
1734752416.003713,0
1734752416.106096,0
1734752416.209227,0
1734752416.311532,0
1734752416.413675,0
1734752416.515985,0
1734752416.618553,0
1734752416.720793,0
1734752416.823256,0
1734752416.925595,1
1734752417.028269,0
1734752417.131594,0
1734752417.233626,0
1734752417.336135,0
1734752417.438481,0
1734752417.540714,0
1734752417.643365,0
1734752417.745675,0
1734752417.847800,0
1734752417.949975,0
1734752418.052417,0
1734752418.154650,0
1734752418.256882,0
1734752418.359018,0
1734752418.463055,0
1734752418.565028,0
1734752418.667625,0
1734752418.769836,0
1734752418.871981,0
1734752418.976711,0
1734752419.079132,0
1734752419.181204,0
1734752419.283398,0
1734752419.385590,0
1734752419.487688,0
1734752419.589954,0
1734752419.692419,0
1734752419.794738,0
1734752419.897079,0
1734752419.999432,0
1734752420.108338,1
1734752420.211071,0
1734752420.313212,0
1734752420.415473,0
1734752420.522736,0
1734752420.625858,0
1734752420.728165,0
1734752420.830428,0
1734752420.933438,0
1734752421.035601,0
1734752421.137949,0
1734752421.240388,0
1734752421.342712,0
1734752421.445042,0
1734752421.547352,0
1734752421.649527,0
1734752421.751871,0
1734752421.854182,0
1734752421.957019,0
1734752422.059502,0
1734752422.161559,0
1734752422.263585,0
1734752422.365655,0
1734752422.468166,0
1734752422.570297,0
1734752422.672668,0
1734752422.775073,0
1734752422.877432,0
1734752422.979677,0
1734752423.081926,0
1734752423.184368,0
1734752423.286908,0
1734752423.389180,0
1734752423.491712,0
1734752423.594042,0
1734752423.696377,0
1734752423.799558,0
1734752423.902057,0
1734752424.004544,0
1734752424.106868,0
1734752424.209074,0
1734752424.311224,0
1734752424.413254,0
1734752424.515564,0
1734752424.617795,0
1734752424.720073,1
1734752424.822371,1
1734752424.924777,1
1734752425.027353,0
1734752425.129647,0
1734752425.232041,0
1734752425.334418,0
1734752425.436735,0
1734752425.539155,0
1734752425.641554,0
1734752425.743896,0
1734752425.846173,0
1734752425.949315,0
1734752426.051669,0
1734752426.153847,0
1734752426.256247,0
1734752426.358575,0
1734752426.460696,0
1734752426.563023,0
1734752426.665377,0
1734752426.767688,0
1734752426.869964,0
1734752426.972199,0
1734752427.075493,0
1734752427.178024,0
1734752427.280463,0
1734752427.382884,0
1734752427.485155,0
1734752427.587724,0
1734752427.690105,0
1734752427.792406,0
1734752427.894508,0
1734752427.996762,0
1734752428.099188,0
1734752428.201292,0
1734752428.303522,0
1734752428.405766,0
