1734756415.459916,0
1734756415.563264,0
1734756415.665450,0
1734756415.767703,0
1734756415.869912,0
1734756415.972918,0
1734756416.075232,0
1734756416.178169,0
1734756416.281905,0
1734756416.384311,0
1734756416.486874,0
1734756416.593096,0
1734756416.695867,0
1734756416.798362,0
1734756416.900832,0
1734756417.009396,0
1734756417.111831,0
1734756417.213763,2
1734756417.315999,0
1734756417.418372,0
1734756417.520101,0
1734756417.622122,2
1734756417.724244,7
1734756417.827063,13
1734756417.932984,22
1734756418.040724,27
1734756418.144644,34
1734756418.247461,41
1734756418.349514,49
1734756418.451916,56
1734756418.554249,64
1734756418.660507,69
1734756418.766012,78
1734756418.869105,84
1734756418.971427,93
1734756419.073751,100
1734756419.176256,98
1734756419.278742,98
1734756419.381348,99
1734756419.485734,98
1734756419.588552,99
1734756419.691496,99
1734756419.794522,100
1734756419.896709,99
1734756419.998999,99
1734756420.101360,99
1734756420.203794,99
1734756420.306216,99
1734756420.409645,100
1734756420.512789,99
1734756420.615283,98
1734756420.717755,99
1734756420.819984,98
1734756420.922256,97
1734756421.024993,97
1734756421.127473,97
1734756421.229672,96
1734756421.332066,96
1734756421.434285,97
1734756421.537419,96
1734756421.639875,96
1734756421.742320,99
1734756421.845103,99
1734756421.947194,98
1734756422.049461,97
1734756422.151540,95
1734756422.253462,95
1734756422.355646,94
1734756422.458034,93
1734756422.561024,100
1734756422.665055,98
1734756422.767688,98
1734756422.870548,98
1734756422.972733,99
1734756423.074922,99
1734756423.177358,100
1734756423.279684,98
1734756423.382031,98
1734756423.484584,99
1734756423.588325,98
1734756423.691322,98
1734756423.793984,98
1734756423.896647,98
1734756424.001743,99
1734756424.104117,97
1734756424.206383,96
1734756424.308856,94
1734756424.416730,94
1734756424.525245,91
1734756424.634154,91
1734756424.739228,92
1734756424.848353,91
1734756424.952953,92
1734756425.056889,93
1734756425.159393,92
1734756425.263931,93
1734756425.373958,89
1734756425.480168,91
1734756425.582245,92
1734756425.684978,91
1734756425.787380,92
1734756425.893343,91
1734756425.998214,89
1734756426.100956,91
1734756426.206529,90
1734756426.315686,86
1734756426.420815,85
1734756426.524393,85
1734756426.629156,83
1734756426.732949,82
1734756426.835532,82
1734756426.943803,80
1734756427.079900,79
1734756427.183618,79
1734756427.291346,77
1734756427.393524,78
1734756427.495709,78
1734756427.598314,77
1734756427.700977,77
1734756427.803456,78
1734756427.910366,76
1734756428.012949,75
1734756428.120520,72
1734756428.226876,70
1734756428.334758,71
1734756428.440053,68
1734756428.544343,66
1734756428.647668,65
1734756428.753786,65
1734756428.856776,65
1734756428.959778,66
1734756429.062826,66
1734756429.165503,63
1734756429.269306,65
1734756429.372917,64
1734756429.475967,63
1734756429.580419,65
1734756429.683429,66
1734756429.793014,64
1734756429.895627,64
1734756429.999802,64
1734756430.102809,62
1734756430.209056,63
1734756430.312042,61
1734756430.414878,62
1734756430.517121,62
1734756430.619390,62
1734756430.721895,61
1734756430.824804,61
1734756430.928281,61
1734756431.036988,60
1734756431.139462,61
1734756431.245342,62
1734756431.351730,61
1734756431.454183,62
1734756431.558803,60
1734756431.685848,59
1734756431.794088,57
1734756431.897670,56
1734756432.005352,58
1734756432.113889,58
1734756432.216631,58
1734756432.324253,57
1734756432.429606,58
1734756432.535123,57
1734756432.637279,56
1734756432.739377,53
1734756432.841812,52
1734756432.944788,52
1734756433.048671,52
1734756433.151417,51
1734756433.253773,50
1734756433.356608,49
1734756433.459730,50
1734756433.562050,50
1734756433.664593,50
1734756433.766944,51
1734756433.872534,49
1734756433.976458,50
1734756434.079230,50
1734756434.182140,51
1734756434.284558,50
1734756434.386923,50
1734756434.489518,50
1734756434.592409,51
1734756434.695328,51
1734756434.797719,51
1734756434.901174,51
1734756435.005040,50
1734756435.111116,51
1734756435.213460,50
1734756435.315977,51
1734756435.418356,51
1734756435.520725,51
1734756435.623017,52
1734756435.726465,51
1734756435.828883,51
1734756435.931302,51
1734756436.033684,52
1734756436.136939,51
1734756436.239377,51
1734756436.342053,52
1734756436.444267,52
1734756436.546690,52
1734756436.649032,53
1734756436.752275,52
1734756436.855658,52
1734756436.962639,52
1734756437.065098,52
1734756437.167410,52
